datetime_0,target,number_0,number_1,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,number_10,number_11,number_12,number_13,number_14,number_15,number_16,number_17,number_18,number_19,number_20,number_21,number_22,number_23,number_24,number_25,number_26,number_27,number_28,number_29,number_30,number_31,number_32,number_33,number_34,number_35,number_36,number_37,number_38,line_id
2017-10-12,33.16789954824667,0.7273789915519898,0.2071412355226099,0.4296482412060302,0.8007626310772165,0.4014756149059414,0.4545454545454545,0.09179415855354657,0.4069400630914828,0.41587301587301584,0,0,0.9852642276422764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122
2017-07-24,57.48874883651001,0.6633547632963179,0.1138176716619679,0.6206030150753769,0.8751191611058149,0.39705355079796345,0.6363636363636364,0.1223922114047288,0.6277602523659306,0.6317460317460316,0,0,0.9807475158084914,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123
2017-12-12,36.18468514178,0.6192550874023698,0.5545840964846507,0.3819095477386936,0.7874165872259294,0.3999298843889186,0.3636363636363637,0.07371349095966621,0.3249211356466879,0.3047619047619048,0,0,0.9887082204155376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,124
2017-09-23,0.0,0.7438499548376813,0.1885105857972352,0.3819095477386936,0.7979027645376549,0.39705355079796345,0.4545454545454545,0.32127955493741306,0.4921135646687698,0.4666666666666667,0,0,0.9841915085817524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125
2017-05-04,21.15999669319,0.5868976143669306,0.012366566052404968,0.7663316582914573,0.9161105815061964,0.19697706104042,0.7272727272727273,0.1418636995827538,0.8170347003154573,0.8158730158730159,0,0,0.976174345076784,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
2017-09-02,0.0,0.4955103342011583,0.2400228808075221,0.5804020100502513,0.8512869399428026,0.3944003123331766,0.6363636363636364,0.5563282336578581,0.5615141955835965,0.5746031746031746,0,0,0.983005871725384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129
2017-06-28,33.65843368340334,0.5077838584559801,0.05914241748311962,0.6582914572864322,0.8817921830314586,0.3952847251547723,0.6363636363636364,0.12378303198887344,0.6246056782334385,0.6253968253968254,0,0,0.9792795844625112,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130
2017-01-24,24.48302093842,0.501514265979491,0.16440072521871127,0.8417085427135681,0.9675881792183032,0.006190889751169213,1.0,0.1599443671766342,0.9842271293375398,0.9873015873015876,0,0,0.9705284552845528,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
2017-07-09,0.0,0.6121353806917805,0.08531971214524825,0.6306532663316585,0.8817921830314586,0.3930697092592444,0.6363636363636364,0.4728789986091794,0.6277602523659306,0.6349206349206348,0,0,0.9799006323396569,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132
2017-08-13,0.0,0.6194144838212634,0.17501007464300272,0.4723618090452262,0.8274547187797903,0.3961691379763677,0.6363636363636364,0.4255910987482614,0.6246056782334385,0.6412698412698415,0,0,0.9818766937669376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134
2017-10-11,28.88143336520333,0.5437011848467137,0.33804132695302136,0.3643216080402011,0.7912297426120115,0.4005912020843459,0.4545454545454545,0.09040333796940196,0.4290220820189277,0.4317460317460319,0,0,0.985207768744354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136
2017-09-30,0.0,0.490409648796557,0.19306558064981366,0.5075376884422113,0.8293612964728312,0.3992685666934912,0.4545454545454545,0.35326842837273986,0.4290220820189277,0.4317460317460319,0,0,0.9845867208672088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137
2017-02-20,28.971819240906672,0.4945008235481642,0.19241294911987386,0.9246231155778896,0.9942802669208771,0.004422064107977997,1.0,0.803894297635605,0.993690851735016,0.9968253968253971,0,0,0.9720528455284552,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
2017-10-30,45.42752549110667,0.3696934275543276,0.2798805351330675,0.4120603015075376,0.7855100095328885,0.4019218051582781,0.3636363636363637,0.08484005563282337,0.32807570977917994,0.3238095238095237,0,0,0.986280487804878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,139
2017-07-19,28.54058681886667,0.6795600658838532,0.10001134439069248,0.613065326633166,0.8770257387988559,0.39705355079796345,0.6363636363636364,0.12100139082058416,0.6309148264984227,0.6349206349206348,0,0,0.9804652213188798,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2017-12-10,0.0,0.5904043355825939,0.3834133259341944,0.4070351758793971,0.8007626310772165,0.3999298843889186,0.3636363636363637,0.368567454798331,0.3217665615141955,0.3015873015873014,0,0,0.9885953026196928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141
2017-12-05,29.094179381166672,0.5803623611922851,0.3441017570282106,0.4020100502512565,0.7883698760724499,0.3999298843889186,0.3636363636363637,0.09596662030598052,0.3186119873817035,0.3015873015873014,0,0,0.9883130081300812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,142
2017-12-14,29.37487689017666,0.4977950162053026,0.5575981791970459,0.3467336683417085,0.7826501429933271,0.5951381197861474,0.3636363636363637,0.07510431154381085,0.31545741324921145,0.2984126984126983,0,0,0.988821138211382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,143
2017-01-18,22.26687597122333,0.6494872748525582,0.12110742691936152,0.9522613065326634,0.9895138226882746,0.007075302572764777,1.0,0.16689847009735745,0.9810725552050478,0.9809523809523808,0,0,0.9701897018970188,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
2017-10-20,26.870516176203342,0.614260666277031,0.3425796659340932,0.3165829145728645,0.7778836987607245,0.4014756149059414,0.4545454545454545,0.368567454798331,0.36277602523659297,0.35873015873015873,0,0,0.9857158988256548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145
2017-09-10,0.0,0.4180436746187768,0.25587811394732185,0.4899497487437187,0.8293612964728312,0.3957229477240313,0.6363636363636364,0.3546592489568845,0.5583596214511044,0.5365079365079367,0,0,0.9834575429087624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,146
2017-03-30,37.439767087220005,0.464321768237607,0.03267914526374113,0.8944723618090452,0.9752144899904672,0.1960926482188245,0.9090909090909092,0.1474269819193324,0.914826498422713,0.9142857142857144,0,0,0.9741982836495032,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
2017-01-19,24.18348456861,0.504330269379948,0.1741487551886434,0.9346733668341708,0.9942802669208771,0.007521492825101304,1.0,0.16689847009735745,0.9810725552050478,0.9873015873015876,0,0,0.9702461607949412,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
2017-01-15,0.0,0.7673343605546995,0.1107785001372623,0.9020100502512566,0.9790276453765492,0.009736508720629136,1.0,0.7538247566063977,0.9905362776025238,0.984126984126984,0,0,0.9700203252032521,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
2017-05-19,26.404236653656675,0.4965729769937836,0.1198460175179718,0.6608040201005025,0.8798856053384175,0.19786147386201566,0.7272727272727273,0.4881780250347705,0.7160883280757101,0.7333333333333333,0,0,0.9770212285456188,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
2017-01-16,25.93223384894,0.6929493650709314,0.11234293636661116,0.9422110552763824,0.9837940896091516,0.009736508720629136,1.0,0.7538247566063977,0.9905362776025238,0.984126984126984,0,0,0.9700767841011744,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,155
2017-06-20,27.21223173308666,0.5009829445831784,0.10769546312251176,0.6432160804020101,0.8770257387988559,0.3948385349024357,0.6363636363636364,0.1223922114047288,0.6340694006309152,0.6349206349206348,0,0,0.9788279132791328,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
2017-09-20,27.41977126507333,0.41177408214228783,0.2333968136681861,0.3844221105527639,0.7988560533841754,0.39705355079796345,0.4545454545454545,0.08484005563282337,0.4984227129337538,0.4857142857142859,0,0,0.9840221318879856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,158
2017-06-30,48.80038456842002,0.4318580309229052,0.07680501825465479,0.6582914572864322,0.894184938036225,0.38333320053861536,0.6363636363636364,0.478442280945758,0.6372239747634073,0.6317460317460316,0,0,0.979392502258356,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159
2017-03-26,0.0,0.5489612666702088,0.1300245977732002,0.8216080402010052,0.9599618684461392,0.1960926482188245,1.0,0.5299026425591099,0.971608832807571,0.942857142857143,0,0,0.973972448057814,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
2017-06-24,0.0,0.7498538866160139,0.049861509134890764,0.5452261306532666,0.8541468064823642,0.3952847251547723,0.6363636363636364,0.4228094575799721,0.6277602523659306,0.6317460317460316,0,0,0.979053748870822,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
2017-09-28,37.48411212712,0.4743637426279156,0.1973319565504956,0.5025125628140706,0.8245948522402288,0.3988223764411548,0.4545454545454545,0.09596662030598052,0.4258675078864356,0.42857142857142827,0,0,0.984473803071364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,163
2017-09-07,27.03595767821,0.4402529089846449,0.2512557383891989,0.5000000000000003,0.8417540514775977,0.3948385349024357,0.6363636363636364,0.09040333796940196,0.5583596214511044,0.5365079365079367,0,0,0.9832881662149956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,164
2017-10-08,0.0,0.7033101322990276,0.2036143732178887,0.4597989949748746,0.8045757864632983,0.3997067892627503,0.4545454545454545,0.5396383866481224,0.4321766561514197,0.4317460317460319,0,0,0.9850383920505872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166
2017-05-10,34.191870924683336,0.904415280803358,0.0015959850706718155,0.7035175879396985,0.907530981887512,0.19741528360967905,0.7272727272727273,0.12656467315716272,0.7602523659305994,0.7714285714285712,0,1,0.9765130984643181,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
2017-04-17,29.92788239051333,0.3901493013123638,0.1838035850422015,0.7889447236180904,0.94184938036225,0.19564645796648789,0.9090909090909092,0.14047287899860916,0.9022082018927448,0.8984126984126983,0,0,0.9752145438121048,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168
2017-01-21,0.0,0.5058711014292546,0.17858730091933514,0.9120603015075378,0.9818875119161108,0.006190889751169213,1.0,0.5897079276773296,0.9842271293375398,0.984126984126984,0,0,0.9703590785907859,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
2017-05-25,37.51009668795667,0.6195738802401572,0.0766961028753941,0.6658291457286432,0.8817921830314586,0.1987458866836113,0.7272727272727273,0.12517385257301808,0.7097791798107255,0.7174603174603172,0,0,0.9773599819331528,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,173
2018-01-03,0.0,0.6523032782530153,0.4362996075913943,0.1809045226130655,0.0,0.5961340801708271,0.18181818181818185,0.2739916550764951,0.1861198738170347,0.1936507936507935,1,0,0.9899503161698284,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
2017-06-25,0.0,0.7498538866160139,0.049861509134890764,0.5452261306532666,0.8541468064823642,0.3952847251547723,0.6363636363636364,0.4228094575799721,0.6277602523659306,0.6317460317460316,0,0,0.9791102077687444,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
2017-01-11,23.712472909633338,0.28186600074384993,0.2184628711769913,0.8793969849246235,0.9752144899904672,0.010174731289888174,1.0,0.1376912378303199,0.993690851735016,0.9873015873015876,0,0,0.9697944896115628,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
2017-03-02,21.961394831303334,0.32235269114287235,0.17411839541859478,0.849246231155779,0.9723546234509056,0.0017688256431912163,1.0,0.15438108484005564,0.993690851735016,0.9968253968253971,0,0,0.9726174345076783,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
2017-03-31,38.198013429073335,0.5379097816269062,0.039152446323215184,0.8417085427135681,0.9704480457578646,0.19210880668010555,0.9090909090909092,0.5062586926286509,0.914826498422713,0.9142857142857144,0,0,0.9742547425474256,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,179
2017-12-03,0.0,0.4557674937569736,0.3455059496349576,0.4371859296482416,0.8007626310772165,0.3999298843889186,0.3636363636363637,0.37134909596662025,0.3123028391167194,0.3047619047619048,0,0,0.9882000903342368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180
2017-06-27,30.773056827736664,0.414218160565326,0.056480092815709135,0.6482412060301511,0.8751191611058149,0.3948385349024357,0.6363636363636364,0.1223922114047288,0.6246056782334385,0.6285714285714286,0,0,0.979223125564589,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
2017-11-02,27.816198653043326,0.4432814409436268,0.28350745098237795,0.4422110552763821,0.7979027645376549,0.4010373923366823,0.3636363636363637,0.08484005563282337,0.31545741324921145,0.3206349206349206,0,0,0.986449864498645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184
2017-10-04,28.72115628908334,0.7117581425003985,0.19340523797195472,0.3819095477386936,0.8045757864632983,0.3983841538718956,0.4545454545454545,0.09596662030598052,0.4353312302839118,0.4412698412698413,0,0,0.984812556458898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,185
2017-03-14,28.38755981519667,0.5510334201158281,0.16913235039752264,0.8919597989949749,0.9752144899904672,0.005043543388018156,1.0,0.15716272600834494,0.9810725552050478,0.9873015873015876,0,0,0.9732949412827462,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
2017-03-10,25.55798460293,0.4858402847882685,0.16937558054667204,0.8668341708542715,0.9685414680648236,0.0010597018492991962,1.0,0.5730180806675939,0.9810725552050478,0.9873015873015876,0,0,0.9730691056910568,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
2017-02-07,24.13164943006333,0.5404069921895756,0.05295026670646842,0.8618090452261309,0.9561487130600572,0.005752667181910177,1.0,0.16272600834492348,0.9842271293375398,0.9904761904761908,0,0,0.9713188798554652,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
2017-02-24,0.0,0.5685670261941449,0.1909934878914402,0.9296482412060304,0.9876072449952334,0.002207048212450253,1.0,1.0,1.0,1.0,1,0,0.9722786811201444,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
2017-06-23,31.810317225786672,0.7498538866160139,0.049861509134890764,0.5452261306532666,0.8541468064823642,0.3952847251547723,0.6363636363636364,0.4228094575799721,0.6277602523659306,0.6317460317460316,0,0,0.9789972899728996,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
2017-09-01,30.60975065591667,0.4955103342011583,0.2400228808075221,0.5804020100502513,0.8512869399428026,0.3944003123331766,0.6363636363636364,0.5563282336578581,0.5615141955835965,0.5746031746031746,0,0,0.9829494128274616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193
2017-05-28,0.0,0.3368577652622071,0.07652336513074577,0.6532663316582916,0.8836987607244995,0.1987458866836113,0.7272727272727273,0.6606397774687065,0.7097791798107255,0.7142857142857141,0,0,0.9775293586269196,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
2017-08-11,27.47808281008667,0.6194144838212634,0.17501007464300272,0.4723618090452262,0.8274547187797903,0.3961691379763677,0.6363636363636364,0.4255910987482614,0.6246056782334385,0.6412698412698415,0,0,0.981763775971093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,195
2017-02-16,21.704504161520003,0.4188937888528772,0.1933147029133373,0.9849246231155782,1.0,0.0044220641079780855,1.0,0.16411682892906812,0.9905362776025238,0.9968253968253971,0,0,0.971827009936766,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
2017-03-16,24.923093623983334,0.3917432655013017,0.2078225142050166,0.8718592964824121,0.9733079122974262,0.1953835244249324,1.0,0.14881780250347704,0.9810725552050478,0.984126984126984,0,0,0.9734078590785908,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
2017-04-23,0.0,0.46352478614313797,0.19470066900965566,0.7738693467336687,0.9380362249761678,0.19829969643127468,0.9090909090909092,0.5076495132127956,0.8927444794952681,0.876190476190476,0,0,0.9755532971996388,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
2017-07-04,27.392345864213336,0.4893470060039317,0.07784463924238626,0.6407035175879398,0.8808388941849379,0.3913008836160533,0.6363636363636364,0.29624478442280944,0.6246056782334385,0.6317460317460316,0,0,0.9796183378500452,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203
2017-07-21,34.11648286716666,0.6655331810211997,0.11425247539127525,0.6256281407035179,0.8808388941849379,0.39705355079796345,0.6363636363636364,0.4659248956884562,0.6277602523659306,0.6317460317460316,0,0,0.9805781391147244,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204
2017-09-04,25.950189872550002,0.505977365708517,0.2690143049030819,0.6206030150753769,0.8627264061010487,0.3957229477240313,0.6363636363636364,0.5563282336578581,0.5583596214511044,0.5650793650793653,0,0,0.9831187895212286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,205
2017-09-27,31.124483004396662,0.4555018330588172,0.16997352071377098,0.4371859296482416,0.8026692087702574,0.39793796361955897,0.4545454545454545,0.08205841446453407,0.43848580441640383,0.43809523809523815,0,0,0.9844173441734416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,207
2017-12-28,69.02044490761,0.7603209181233729,0.4283177241156879,0.1809045226130655,0.7454718779790277,0.6031058028635853,0.18181818181818185,0.0,0.19558359621451116,0.1936507936507935,0,0,0.9896115627822945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,208
2017-11-16,35.03061717545666,0.38696137293448796,0.4098020356941626,0.3819095477386936,0.7912297426120115,0.4001529795150868,0.3636363636363637,0.08762169680111265,0.3091482649842271,0.311111111111111,0,0,0.9872402890695574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,209
2017-12-15,34.374563284720004,0.5332872854789862,0.4882466471732136,0.3592964824120605,0.7874165872259294,0.599623925358745,0.3636363636363637,0.32545201668984697,0.3091482649842271,0.2952380952380952,0,0,0.9888775971093045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,210
2017-07-22,0.0,0.6655331810211997,0.11425247539127525,0.6256281407035179,0.8808388941849379,0.39705355079796345,0.6363636363636364,0.4659248956884562,0.6277602523659306,0.6317460317460316,0,0,0.9806345980126469,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,211
2017-07-10,28.77384523256333,0.7067105892354285,0.08389502728529613,0.5452261306532666,0.8741658722592945,0.3935079318285035,0.6363636363636364,0.11543810848400556,0.6309148264984227,0.6380952380952378,0,0,0.9799570912375791,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212
2017-11-03,41.47094348124333,0.6652143881834122,0.28521371206113183,0.3793969849246233,0.7940896091515729,0.4014756149059414,0.3636363636363637,0.4770514603616134,0.3186119873817035,0.3206349206349206,0,1,0.9865063233965672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,213
2017-08-21,30.45659253616,0.5561872376600605,0.20055760225516772,0.5251256281407037,0.8436606291706387,0.3961691379763677,0.6363636363636364,0.10292072322670376,0.6025236593059936,0.6190476190476192,0,0,0.9823283649503162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,215
2017-08-29,27.568227270946668,0.3185271770894213,0.2298899171124741,0.5226130653266334,0.8369876072449951,0.3966073605456269,0.6363636363636364,0.10292072322670376,0.5615141955835965,0.5936507936507938,0,0,0.9827800361336948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,216
2017-11-24,30.771808182576674,0.5353063067849742,0.4349512510504313,0.3768844221105528,0.7912297426120115,0.4009258447735983,0.3636363636363637,0.3630041724617524,0.31545741324921145,0.3079365079365079,0,0,0.9876919602529358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218
2017-04-02,0.0,0.5379097816269062,0.039152446323215184,0.8417085427135681,0.9704480457578646,0.19210880668010555,0.9090909090909092,0.5062586926286509,0.914826498422713,0.9142857142857144,0,0,0.97436766034327,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
2017-11-21,28.244770182090004,0.6069815631475478,0.4089747201287822,0.3793969849246233,0.7902764537654908,0.4001529795150868,0.3636363636363637,0.09040333796940196,0.31545741324921145,0.311111111111111,0,0,0.9875225835591688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,220
2017-11-29,28.208335538096676,0.2676265873226715,0.4226436741732095,0.4547738693467336,0.8074356530028599,0.4029177655429578,0.3636363636363637,0.09179415855354657,0.3123028391167194,0.3079365079365079,0,0,0.9879742547425474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,221
2017-09-29,40.49670082448667,0.490409648796557,0.19306558064981366,0.5075376884422113,0.8293612964728312,0.3992685666934912,0.4545454545454545,0.35326842837273986,0.4290220820189277,0.4317460317460319,0,0,0.9845302619692864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225
2017-12-01,27.896264130663337,0.4557674937569736,0.3455059496349576,0.4371859296482416,0.8007626310772165,0.3999298843889186,0.3636363636363637,0.37134909596662025,0.3123028391167194,0.3047619047619048,0,0,0.988087172538392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,228
2017-07-14,37.070797642470005,0.5515116093725094,0.095862739788165,0.5728643216080403,0.8741658722592945,0.3957229477240313,0.6363636363636364,0.4645340751043115,0.6309148264984227,0.6349206349206348,0,0,0.9801829268292684,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,229
2017-08-09,29.167226039120003,0.1752297965039052,0.3277628262581971,0.5427135678391963,0.8570066730219257,0.3961691379763677,0.6363636363636364,0.11682892906815022,0.6403785488958993,0.6444444444444446,0,0,0.9816508581752484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,231
2017-02-21,29.277050670873336,0.540725785027363,0.19478810420087134,0.9296482412060304,0.992373689227836,0.004422064107977997,1.0,0.16133518776077885,1.0,1.0,0,0,0.9721093044263776,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
2017-09-14,31.414405839016666,0.316614420062696,0.256219111193063,0.5376884422110553,0.8312678741658723,0.39705355079796345,0.6363636363636364,0.09179415855354657,0.5457413249211357,0.5269841269841269,0,0,0.9836833785004516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,234
2017-01-17,36.57775950555667,0.648637160618458,0.1228520695624324,0.939698492462312,0.988560533841754,0.007521492825101304,1.0,0.15855354659248955,0.9842271293375398,0.9809523809523808,0,0,0.9701332429990966,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2017-04-18,24.197953554813328,0.3816481589713617,0.17791833296987286,0.7788944723618093,0.94184938036225,0.1987458866836113,0.9090909090909092,0.1376912378303199,0.9022082018927448,0.8984126984126983,0,0,0.9752710027100272,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
2017-11-14,31.96201388269667,0.5580999946867861,0.3092249714184387,0.3643216080402011,0.784556720686368,0.4001529795150868,0.3636363636363637,0.08623087621696801,0.30283911671924296,0.3079365079365079,0,0,0.9871273712737128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,241
2017-11-09,35.893460548973344,0.5739333722969023,0.3119009260371728,0.31909547738693483,0.7797902764537654,0.4005912020843459,0.3636363636363637,0.08344923504867871,0.3091482649842271,0.3174603174603175,0,0,0.9868450767841012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,242
2017-07-27,28.78794758758333,0.4713883428085649,0.08953977046611804,0.6683417085427139,0.882745471877979,0.3957229477240313,0.6363636363636364,0.12795549374130738,0.6277602523659306,0.6317460317460316,0,0,0.9809168925022584,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,244
